The Brave Little Toaster: A Bedtime Story for Small Appliances ,1980) Thomas M. Disch* The Brave Little Toaster Goes to Mars ,"1988), Thomas M. Disch",,,,,,,,,,,,,,,,,,,,,,,,,
Brave New World ,"1932), Aldous Huxley",,,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast of Champions ,"1973), Kurt Vonnegut, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast on Pluto ,"1998), Patrick McCabe",,,,,,,,,,,,,,,,,,,,,,,,,,
Breakfast with Scot ,"1999), Michael Downing",,,,,,,,,,,,,,,,,,,,,,,,,,
Breakheart Pass ,"1974), Alistair MacLean",,,,,,,,,,,,,,,,,,,,,,,,,,
Breaking Smith's Quarter Horse ,"1963), Paul St. Pierre",,,,,,,,,,,,,,,,,,,,,,,,,,
The Bride Wore Black ,"1940), Cornell Woolrich",,,,,,,,,,,,,,,,,,,,,,,,,,
"Brideshead Revisited, The Sacred & Profane Memories of Captain Charles Ryder ","1945), Evelyn Waugh",,,,,,,,,,,,,,,,,,,,,,,,,,
The Bridge of San Luis Rey ,"1927), Thornton Wilder",,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge to Terabithia ,"1977), Katherine Paterson",,,,,,,,,,,,,,,,,,,,,,,,,,
The Bridges at Toko-Ri ,"1953), James A. Michener",,,,,,,,,,,,,,,,,,,,,,,,,,
The Bridges of Madison County ,a. k. a. Love in Black and White) ,"1992), Robert James Waller",,,,,,,,,,,,,,,,,,,,,,,,,
Bridget Jones ,1996–1999) ,"series), Helen FieldingBridget Jones's Diary ",1996)* Bridget Jones: The Edge of Reason ,1999),,,,,,,,,,,,,,,,,,,,,,,
"Bright Lights, Big City ","1984), Jay McInerney",,,,,,,,,,,,,,,,,,,,,,,,,,
Brighton Rock ,"1938), Graham Greene",,,,,,,,,,,,,,,,,,,,,,,,,,
Bringing Out the Dead ,"1998), Joe Connelly",,,,,,,,,,,,,,,,,,,,,,,,,,
Brødre i Blodet ,Brothers by Blood) ,"1996), Ingvar Ambjørnsen",,,,,,,,,,,,,,,,,,,,,,,,,
Broken April ,"1978), Ismail Kadare",,,,,,,,,,,,,,,,,,,,,,,,,,
Brothers in Law ,"1955), Henry Cecil",,,,,,,,,,,,,,,,,,,,,,,,,,
The Brothers Karamazov ,"1880), Fyodor Dostoyevsky",,,,,,,,,,,,,,,,,,,,,,,,,,
Brown's Requiem ,"1981), James Ellroy",,,,,,,,,,,,,,,,,,,,,,,,,,
Buddwing ,"1964), Evan Hunter",,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Girls ,"1990), Larry McMurtry",,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Soldiers ,"1993), Robert O'Connor",,,,,,,,,,,,,,,,,,,,,,,,,,
Bump in the Night ,"1988), Isabelle Holland",,,,,,,,,,,,,,,,,,,,,,,,,,
The Burglar in the Closet ,"1978), Lawrence Block",,,,,,,,,,,,,,,,,,,,,,,,,,
El burlador de Sevilla y convidado de piedra ,The Trickster of Seville and the Stone Guest) ,"1616–1630), Tirso de Molina",,,,,,,,,,,,,,,,,,,,,,,,,
[[Louis L'Amour#Novels - The Burning Hills ,1956) ISBN 0-553-28210-7|The Burning Hills]] ,"1956), Louis L'Amour",,,,,,,,,,,,,,,,,,,,,,,,,
The Burning Shore ,"1985), Wilbur Smith",,,,,,,,,,,,,,,,,,,,,,,,,,
Burton and Speke ,"1982), William Harrison",,,,,,,,,,,,,,,,,,,,,,,,,,
The Busy Body ,"1966), Donald E. Westlake",,,,,,,,,,,,,,,,,,,,,,,,,,
But Gentlemen Marry Brunettes ,"1927), Anita Loos",,,,,,,,,,,,,,,,,,,,,,,,,,
BUtterfield 8 ,"1935), John O'Hara",,,,,,,,,,,,,,,,,,,,,,,,,,
By the Great Horn Spoon! ,"1963), Sid Fleischman",,,,,,,,,,,,,,,,,,,,,,,,,,
The Caine Mutiny ,"1952), Herman Wouk",,,,,,,,,,,,,,,,,,,,,,,,,,
Cal ,"1983), Bernard MacLaverty",,,,,,,,,,,,,,,,,,,,,,,,,,
Call for the Dead ,"1961), John le Carré",,,,,,,,,,,,,,,,,,,,,,,,,,
Call Me By Your Name ,2007),,,,,,,,,,,,,,,,,,,,,,,,,,
Call It Treason ,"1949), George Howe",,,,,,,,,,,,,,,,,,,,,,,,,,
The Call of the Wild ,"1903), Jack London",,,,,,,,,,,,,,,,,,,,,,,,,,
Candy: A Novel of Love and Addiction ,"1998), Luke Davies",,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury Tales ,"Fourteenth Century), Geoffrey Chaucer",,,,,,,,,,,,,,,,,,,,,,,,,,
Canyon Passage ,"1945), Ernest Haycox",,,,,,,,,,,,,,,,,,,,,,,,,,
Captain Blood: His Odyssey ,"1922), Rafael Sabatini",,,,,,,,,,,,,,,,,,,,,,,,,,
A Captive in the Land ,"1962), James Aldridge",,,,,,,,,,,,,,,,,,,,,,,,,,
The Captives ,"1955), Elmore Leonard",,,,,,,,,,,,,,,,,,,,,,,,,,
"Car, Boy, Girl ","1961), Gordon Buford",,,,,,,,,,,,,,,,,,,,,,,,,,
The Card ,"1911), Arnold Bennett",,,,,,,,,,,,,,,,,,,,,,,,,,
"Careful, He Might Hear You ","1963), Sumner Locke Elliott",,,,,,,,,,,,,,,,,,,,,,,,,,
Carlito's Way ,"1975), Edwin Torres* After Hours ","1979), Edwin Torres",,,,,,,,,,,,,,,,,,,,,,,,,
The Carpetbaggers ,"1961), Harold Robbins",,,,,,,,,,,,,,,,,,,,,,,,,,
La Casa de los Espíritus ,The House of the Spirits) ,"1982), Isabel Allende",,,,,,,,,,,,,,,,,,,,,,,,,
A Case of Need ,"1968), Michael Crichton ",as Jeffery Hudson),,,,,,,,,,,,,,,,,,,,,,,,,
Les carnets du Major Thompson ,The Trophies of Major Thompson) ,"1954), Pierre Daninos",,,,,,,,,,,,,,,,,,,,,,,,,
Case File: FBI ,"1953), Gordon Gordon and Mildred Gordon ",as John Ripley),,,,,,,,,,,,,,,,,,,,,,,,,
Cash McCall ,"1955), Cameron Hawley",,,,,,,,,,,,,,,,,,,,,,,,,,
Casino Royale ,"1953), Ian Fleming",,,,,,,,,,,,,,,,,,,,,,,,,,
The Castle ,"1926), Franz Kafka",,,,,,,,,,,,,,,,,,,,,,,,,,
Car Chaser ,"1982), Elmore Leonard",,,,,,,,,,,,,,,,,,,,,,,,,,
The Cat That Walked by Himself ,"1902), Rudyard Kipling",,,,,,,,,,,,,,,,,,,,,,,,,,
Catch-22 ,"1961), Joseph Heller",,,,,,,,,,,,,,,,,,,,,,,,,,
[[Louis L'Amour#Novels - Catlow ,1963) ISBN 0-553-24767-0|Catlow]] ,"1963), Louis L'Amour",,,,,,,,,,,,,,,,,,,,,,,,,
The Caveman's Valentine ,"1994), George Dawes Green",,,,,,,,,,,,,,,,,,,,,,,,,,
Les cerfs-volants ,"1980), Romain Gary",,,,,,,,,,,,,,,,,,,,,,,,,,
Celle qui n'était plus ,The Woman Who Was No More ,"U.S. edition only, 1954)) ","1952), Pierre Boileau and Thomas Narcejac",,,,,,,,,,,,,,,,,,,,,,,,
The Cement Garden ,"1978), Ian McEwan",,,,,,,,,,,,,,,,,,,,,,,,,,
Centennial ,"1974), James A. Michener",,,,,,,,,,,,,,,,,,,,,,,,,,
A Certain Mr. Takahashi ,"1985), Ann Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,
La chair du maître ,"1997), Dany Laferrière",,,,,,,,,,,,,,,,,,,,,,,,,,
The Chamber ,"1994), John Grisham",,,,,,,,,,,,,,,,,,,,,,,,,,
La chambre bleue ,The Blue Room) ,"1964), Georges Simenon",,,,,,,,,,,,,,,,,,,,,,,,,
Champagne ,"1926), Walter C. Mycroft",,,,,,,,,,,,,,,,,,,,,,,,,,
The Chancellor Manuscript ,"1977), Robert Ludlum",,,,,,,,,,,,,,,,,,,,,,,,,,
Changhen Ge ,"1995), Wang Anyi",,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie and the Chocolate Factory ,"1964), Roald Dahl",,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Chan Carries On ,"1930), Earl Derr Biggers",,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie M ,"1977), Brian Freemantle",,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Gray ,"1999), Sebastian Faulks",,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte's Web ,"1952), E. B. White",,,,,,,,,,,,,,,,,,,,,,,,,,
Chateau Bon Vivant ,"1969), Frankie O'Rear and John O'Rear",,,,,,,,,,,,,,,,,,,,,,,,,,
The Cheetah Girls ,1999–2006) ,"series), Deborah Gregory",,,,,,,,,,,,,,,,,,,,,,,,,
The Children of Light ,"1960), H. L. Lawrence",,,,,,,,,,,,,,,,,,,,,,,,,,
The Children of Men ,"1992), P. D. James",,,,,,,,,,,,,,,,,,,,,,,,,,
Children of Pleasure ,"1932), Larry Barretto",,,,,,,,,,,,,,,,,,,,,,,,,,
The Children of Sanchez ,"1961), Oscar Lewis",,,,,,,,,,,,,,,,,,,,,,,,,,
Children of the Covered Wagon ,"1951), Mary Jane Carr",,,,,,,,,,,,,,,,,,,,,,,,,,
China Seas ,"1934), Crosbie Garstin",,,,,,,,,,,,,,,,,,,,,,,,,,
The Chinese Parrot ,"1926), Earl Derr Biggers",,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolat ,"1999), Joanne Harris",,,,,,,,,,,,,,,,,,,,,,,,,,
The Chocolate War ,"1974), Robert Cormier",,,,,,,,,,,,,,,,,,,,,,,,,,
Christine ,"1983), Stephen King",,,,,,,,,,,,,,,,,,,,,,,,,,
Christmas at Candleshoe ,"1953), J. I. M. Stewart ",as Michael Innes),,,,,,,,,,,,,,,,,,,,,,,,,
Christmas at Twenty-Nine ,"2002), Kamato Toshio",,,,,,,,,,,,,,,,,,,,,,,,,,
A Christmas Gift ,a. k. a. The Melodeon) ,"1977), Glendon Swarthout",,,,,,,,,,,,,,,,,,,,,,,,,
Christmas Holiday ,"1939), W. Somerset Maugham",,,,,,,,,,,,,,,,,,,,,,,,,,
The Christmas Shoes ,"2002), Donna VanLiere",,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Strong ,"1932), Gilbert Frankau",,,,,,,,,,,,,,,,,,,,,,,,,,
The Chronicles of Narnia ,1950–1956) ,"series), C. S. LewisThe Lion, the Witch and the Wardrobe ",1950)* Prince Caspian ,1951)** The Voyage of the Dawn Treader ,1952)** * The Silver Chair ,1953)** ** * The Magician's Nephew ,1955),,,,,,,,,,,,,,,,,,,,
The Chronicles of Prydain ,1964–1968) ,"series), Lloyd AlexanderThe Book of Three ",1964)* The Black Cauldron ,1965),,,,,,,,,,,,,,,,,,,,,,,
The Cider House Rules ,"1985), John Irving",,,,,,,,,,,,,,,,,,,,,,,,,,
Cimarron ,"1929), Edna Ferber",,,,,,,,,,,,,,,,,,,,,,,,,,
The Cincinnati Kid ,"1964), Richard Jessup",,,,,,,,,,,,,,,,,,,,,,,,,,
Cinderella Liberty ,"1973), Darryl Ponicsan",,,,,,,,,,,,,,,,,,,,,,,,,,
Cinq semaines en ballon ,Five Weeks in a Balloon) ,"1863), Jules Verne",,,,,,,,,,,,,,,,,,,,,,,,,
The Circus of Dr. Lao ,"1935), Charles G. Finney",,,,,,,,,,,,,,,,,,,,,,,,,,
Cirque Du Freak: The Saga of Darren Shan ,2000–2006) ,"series), Darren ShanCirque du Freak ",2000)* The Vampire's Assistant ,2000)** Tunnels of Blood ,2000),,,,,,,,,,,,,,,,,,,,,,
The Citadel ,"1937), A. J. Cronin",,,,,,,,,,,,,,,,,,,,,,,,,,
The City of Ember ,"2003), Jeanne DuPrau",,,,,,,,,,,,,,,,,,,,,,,,,,
City of God ,Cidade de Deus) ,"1997), Paulo Lins",,,,,,,,,,,,,,,,,,,,,,,,,
Clair de femme ,"1977), Romain Gary",,,,,,,,,,,,,,,,,,,,,,,,,,
The Clan of the Cave Bear ,"1980), Jean Auel",,,,,,,,,,,,,,,,,,,,,,,,,,
Ku Klux Klan Trilogy ,1902–1907) ,"series), Thomas Dixon, Jr.The Leopard's Spots ",1902)* The Clansman ,1905)** The Traitor ,1907),,,,,,,,,,,,,,,,,,,,,,
Class Reunion ,Der Abituriententag) ,"1928), Franz Werfel",,,,,,,,,,,,,,,,,,,,,,,,,
Clean Break ,"1955), Lionel White",,,,,,,,,,,,,,,,,,,,,,,,,,
Clear and Present Danger ,"1989), Tom Clancy",,,,,,,,,,,,,,,,,,,,,,,,,,
The Client ,"1993), John Grisham",,,,,,,,,,,,,,,,,,,,,,,,,,
Clockers ,"1992), Richard Price",,,,,,,,,,,,,,,,,,,,,,,,,,
A Clockwork Orange ,"1962), Anthony Burgess",,,,,,,,,,,,,,,,,,,,,,,,,,
El Club Dumas ,The Club Dumas) ,"1993), Arturo Pérez-Reverte",,,,,,,,,,,,,,,,,,,,,,,,,
Cockfighter ,"1962), Charles Willeford",,,,,,,,,,,,,,,,,,,,,,,,,,
Cocoon ,"1985), David Saperstein",,,,,,,,,,,,,,,,,,,,,,,,,,
The Code of the West ,"1934), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,,,,
Coins in the Fountain ,"1952), John Hermes Secondari",,,,,,,,,,,,,,,,,,,,,,,,,,
Cold Mountain ,"1997), Charles Frazier",,,,,,,,,,,,,,,,,,,,,,,,,,
The Color of Money ,"1984), Walter Tevis",,,,,,,,,,,,,,,,,,,,,,,,,,
The Color Purple ,"1982), Alice Walker",,,,,,,,,,,,,,,,,,,,,,,,,,
The Colors of the Day ,"1952), Romain Gary",,,,,,,,,,,,,,,,,,,,,,,,,,
Colossus ,"1966), Dennis Feltham Jones",,,,,,,,,,,,,,,,,,,,,,,,,,
The Comfort of Strangers ,"1981), Ian McEwan",,,,,,,,,,,,,,,,,,,,,,,,,,
Como agua para chocolate ,Like Water for Chocolate) ,"1989), Laura Esquivel",,,,,,,,,,,,,,,,,,,,,,,,,
Compulsion ,"1956), Meyer Levin",,,,,,,,,,,,,,,,,,,,,,,,,,
Comrade Jacob ,"1961), David Caute",,,,,,,,,,,,,,,,,,,,,,,,,,
Comrades ,"1909), Thomas Dixon, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,
The Constant Nymph ,"1923), Margaret Kennedy",,,,,,,,,,,,,,,,,,,,,,,,,,
Cool Hand Luke ,"1965), Donn Pearce",,,,,,,,,,,,,,,,,,,,,,,,,,
Le comte de Monte Cristo ,The Count of Monte Cristo) ,"1844-1846), Alexandre Dumas, père",,,,,,,,,,,,,,,,,,,,,,,,,
The Comedians ,"1966), Graham Greene",,,,,,,,,,,,,,,,,,,,,,,,,,
[[Louis L'Amour#Novels - Conagher ,1968) ISBN 0-553-28101-1|Conagher]] ,"1968), Louis L'Amour",,,,,,,,,,,,,,,,,,,,,,,,,
La comtesse de Cagliostro ,"1924), Maurice Leblanc",,,,,,,,,,,,,,,,,,,,,,,,,,
Confessions of a Crap Artist ,"1975), Philip K. Dick",,,,,,,,,,,,,,,,,,,,,,,,,,
Congo ,"1980), Michael Crichton",,,,,,,,,,,,,,,,,,,,,,,,,,
A Connecticut Yankee in King Arthur's Court ,"1889), Mark Twain",,,,,,,,,,,,,,,,,,,,,,,,,,
The Constant Gardener ,"2001), John le Carré",,,,,,,,,,,,,,,,,,,,,,,,,,
Contact ,"1985), Carl Sagan",,,,,,,,,,,,,,,,,,,,,,,,,,
Cool Hand Luke ,"1965), Donn Pearce",,,,,,,,,,,,,,,,,,,,,,,,,,
Cops and Robbers ,"1972), Donald E. Westlake",,,,,,,,,,,,,,,,,,,,,,,,,,
Corazón salvaje ,Wild Heart) ,"1957), Caridad Bravo Adams",,,,,,,,,,,,,,,,,,,,,,,,,
Coroner Creek ,"1945), Luke Short",,,,,,,,,,,,,,,,,,,,,,,,,,
The Cowboys ,"1971), William Dale Jennings",,,,,,,,,,,,,,,,,,,,,,,,,,
Cracking India ,"1991), Bapsi Sidhwa",,,,,,,,,,,,,,,,,,,,,,,,,,
Crash ,"1973), J. G. Ballard",,,,,,,,,,,,,,,,,,,,,,,,,,
Creator ,"1980), Jeremy Leven",,,,,,,,,,,,,,,,,,,,,,,,,,
O Crime do Padre Amaro ,"The Crime of Father Amaro, a. k. a. The Sins of Father Amaro) ","1875), José Maria de Eça de Queiroz",,,,,,,,,,,,,,,,,,,,,,,,,
[[Louis L'Amour#Novels - Crossfire Trail ,1954) ISBN 0-553-28099-6|Crossfire Trail]] ,"1954), Louis L'Amour",,,,,,,,,,,,,,,,,,,,,,,,,
"Crouching Tiger, Hidden Dragon ","1942), Wang Dulu",,,,,,,,,,,,,,,,,,,,,,,,,,
The Cruel Sea ,"1951), Nicholas Monsarrat",,,,,,,,,,,,,,,,,,,,,,,,,,
Cry Wolf ,a. k. a. The Demarest Inheritance) ,"1945), Marjorie Carleton",,,,,,,,,,,,,,,,,,,,,,,,,
Cutter and Bone ,"1976), Newton Thornburg",,,,,,,,,,,,,,,,,,,,,,,,,,
Cyborg ,"1972), Martin Caidin",,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle of the Werewolf ,"1983), Stephen King",,,,,,,,,,,,,,,,,,,,,,,,,,
The Cypher ,a. k. a. The Cipher) ,"1961), Gordon Cotler",,,,,,,,,,,,,,,,,,,,,,,,,
The Da Vinci Code ,"2003), Dan Brown",,,,,,,,,,,,,,,,,,,,,,,,,,
Dad ,"1981), William Wharton",,,,,,,,,,,,,,,,,,,,,,,,,,
Damage ,"1991), Josephine Hart",,,,,,,,,,,,,,,,,,,,,,,,,,
Damnation Alley ,"1967), Roger Zelazny",,,,,,,,,,,,,,,,,,,,,,,,,,
The Damned Utd ,"2006), David Peace",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dancer Upstairs ,"1995), Nicholas Shakespeare",,,,,,,,,,,,,,,,,,,,,,,,,,
Dances with Wolves ,"1986), Michael Blake",,,,,,,,,,,,,,,,,,,,,,,,,,
A Dandy in Aspic ,"1966), Derek Marlowe",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dangerous Lives of Altar Boys ,"2001), Chris Fuhrman",,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Deronda ,"1876), George Eliot",,,,,,,,,,,,,,,,,,,,,,,,,,
"Danny, the Champion of the World ","1975), Roald Dahl",,,,,,,,,,,,,,,,,,,,,,,,,,
Darby O'Gill and the Good People ,"1903), Herminie Templeton Kavanagh* Ashes of Old Wishes and Other Darby O'Gill Tales ","1926), Herminie Templeton Kavanagh",,,,,,,,,,,,,,,,,,,,,,,,,
The Dark Fields ,"2001), Alan Glynn",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dark Is Rising Sequence ,1965–1977) ,"series), Susan Cooper",,,,,,,,,,,,,,,,,,,,,,,,,
The Dark of the Sun ,"1965), Wilbur Smith",,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Passage ,"1946), David Goodis",,,,,,,,,,,,,,,,,,,,,,,,,,
David Copperfield ,1849-1850) ,serial) ,1850) ,"novel), Charles Dickens",,,,,,,,,,,,,,,,,,,,,,,
The Day of the Jackal ,"1971), Frederick Forsyth",,,,,,,,,,,,,,,,,,,,,,,,,,
The Day of the Locust ,"1939), Nathanael West",,,,,,,,,,,,,,,,,,,,,,,,,,
The Day of the Triffids ,"1951), John Wyndham",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dark Tower ,1998–2012) ,"series), Stephen King",,,,,,,,,,,,,,,,,,,,,,,,,
The Day the World Ended ,"1977), Gordon Thomas and Max Morgan-Witts",,,,,,,,,,,,,,,,,,,,,,,,,,
The Day They Robbed the Bank of England ,"1959), John Brophy",,,,,,,,,,,,,,,,,,,,,,,,,,
The Daybreakers ,"1960), Louis L'Amour* Sackett ","1961), Louis L'Amour",,,,,,,,,,,,,,,,,,,,,,,,,
Dead Calm ,"1963), Charles F. Williams",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dead Take No Bows ,"1941),  Richard Bruke",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dead Zone ,"1979), Stephen King",,,,,,,,,,,,,,,,,,,,,,,,,,
Deadline at Dawn ,"1944), Cornell Woolrich ",as William Irish),,,,,,,,,,,,,,,,,,,,,,,,,
The Deadly Duo ,"1959), Richard Jessup",,,,,,,,,,,,,,,,,,,,,,,,,,
"Deadly, Unna? ","1998), Phillip Gwynne",,,,,,,,,,,,,,,,,,,,,,,,,,
Dealing: or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues ,"1970), Michael Crichton and Douglas Crichton ",as Michael Douglas),,,,,,,,,,,,,,,,,,,,,,,,,
Dear John ,"2006), Nicholas Sparks",,,,,,,,,,,,,,,,,,,,,,,,,,
Death of a Common Man ,"1946), Desmond Holdridge",,,,,,,,,,,,,,,,,,,,,,,,,,
Death on the Nile ,"1937), Agatha Christie",,,,,,,,,,,,,,,,,,,,,,,,,,
Death Sentence ,"1975), Brian Garfield",,,,,,,,,,,,,,,,,,,,,,,,,,
Death Wish ,"1972), Brian Garfield",,,,,,,,,,,,,,,,,,,,,,,,,,
The Deceivers ,"1952), John Masters",,,,,,,,,,,,,,,,,,,,,,,,,,
December Boys ,"1963), Michael Noonan",,,,,,,,,,,,,,,,,,,,,,,,,,
The Deep ,"1976), Peter Benchley",,,,,,,,,,,,,,,,,,,,,,,,,,
The Deep End of the Ocean ,"1996), Jacquelyn Mitchard",,,,,,,,,,,,,,,,,,,,,,,,,,
Deliverance ,"1970), James Dickey",,,,,,,,,,,,,,,,,,,,,,,,,,
Deluge ,"1928), S. Fowler Wright",,,,,,,,,,,,,,,,,,,,,,,,,,
The Deluge ,"1886), Henryk Sienkiewicz",,,,,,,,,,,,,,,,,,,,,,,,,,
Demon Seed ,"1973), Dean Koontz",,,,,,,,,,,,,,,,,,,,,,,,,,
D'entre les morts ,1954) ,The Living and the Dead ,"U.S. edition only, 1956)), Pierre Boileau and Thomas Narcejac",,,,,,,,,,,,,,,,,,,,,,,,
Derailed ,"2003), James Siegel",,,,,,,,,,,,,,,,,,,,,,,,,,
Desert Fury ,"1946), Ramona Stewart",,,,,,,,,,,,,,,,,,,,,,,,,,
Desert Gold ,"1913), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,,,,
Desert Guns ,"1957), Steve Frazee",,,,,,,,,,,,,,,,,,,,,,,,,,
Desert of the Heart ,"1964), Jane Rule",,,,,,,,,,,,,,,,,,,,,,,,,,
The Desperate Hours ,"1954), Joseph Hayes",,,,,,,,,,,,,,,,,,,,,,,,,,
Destry Rides Again ,"1930), Max Brand",,,,,,,,,,,,,,,,,,,,,,,,,,
The Detective ,"1966), Roderick Thorp",,,,,,,,,,,,,,,,,,,,,,,,,,
Detective ,"1997), Arthur Hailey",,,,,,,,,,,,,,,,,,,,,,,,,,
The Devil Rides Out ,"1934), Dennis Wheatley",,,,,,,,,,,,,,,,,,,,,,,,,,
The Devil Wears Prada ,"2003), Lauren Weisberger",,,,,,,,,,,,,,,,,,,,,,,,,,
The Devil's Advocate ,"1954), Morris West",,,,,,,,,,,,,,,,,,,,,,,,,,
The Devil's Advocate ,"1990), Andrew Neiderman",,,,,,,,,,,,,,,,,,,,,,,,,,
The Devil's Own ,"1966), Norah Lofts",,,,,,,,,,,,,,,,,,,,,,,,,,
The Devils ,"a.k.a. Demons, or The Possessed) ","1872), Fyodor Dostoyevsky",,,,,,,,,,,,,,,,,,,,,,,,,
The Devils of Loudun ,"1952), Aldous Huxley ",novel)* The Devils ,"1960), John Whiting ",play)** The Devils of Loudun ,Die Teufel von Loudun) ,1969) ,opera),,,,,,,,,,,,,,,,,,,,
Le Diable au corps ,The Devil in the Flesh) ,"1923), Raymond Radiguet",,,,,,,,,,,,,,,,,,,,,,,,,
The Diamond Hunters ,"1971), Wilbur Smith",,,,,,,,,,,,,,,,,,,,,,,,,,
Diamonds Are Forever ,"1956), Ian Fleming",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dice of God ,"1962), Hoffman Birney",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dirty Dozen ,"1965), E. M. Nathanson",,,,,,,,,,,,,,,,,,,,,,,,,,
Dirty Weekend ,"1991), Helen Zahavi",,,,,,,,,,,,,,,,,,,,,,,,,,
Disappearing Acts ,"1989), Terry McMillan",,,,,,,,,,,,,,,,,,,,,,,,,,
Disclosure ,"1994), Michael Crichton",,,,,,,,,,,,,,,,,,,,,,,,,,
The Disorientated Man ,"1967), Peter Saxon",,,,,,,,,,,,,,,,,,,,,,,,,,
Il disprezzo ,"1954), Alberto Moravia",,,,,,,,,,,,,,,,,,,,,,,,,,
A Distant Trumpet ,"1951), Paul Horgan",,,,,,,,,,,,,,,,,,,,,,,,,,
Divine Secrets of the Ya-Ya Sisterhood ,"1996), Rebecca Wells",,,,,,,,,,,,,,,,,,,,,,,,,,
Le Divorce ,"1997), Diane Johnson",,,,,,,,,,,,,,,,,,,,,,,,,,
Do Androids Dream of Electric Sheep? ,"1967), Philip K. Dick",,,,,,,,,,,,,,,,,,,,,,,,,,
Doctor in the House ,"1952), Richard Gordon",,,,,,,,,,,,,,,,,,,,,,,,,,
Doctor Slaughter ,"1984), Paul Theroux",,,,,,,,,,,,,,,,,,,,,,,,,,
Doctor Zhivago ,"1957), Boris Pasternak",,,,,,,,,,,,,,,,,,,,,,,,,,
Dodsworth ,"1929), Sinclair Lewis",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dogs of War ,"1974), Frederick Forsyth",,,,,,,,,,,,,,,,,,,,,,,,,,
Dog Soldiers ,"1974), Robert Stone",,,,,,,,,,,,,,,,,,,,,,,,,,
Don Quixote ,The Ingenious Gentleman Don Quixote of La Mancha) ,"1605-1615), Miguel de Cervantes",,,,,,,,,,,,,,,,,,,,,,,,,
Donovan's Brain ,"1942), Curt Siodmak",,,,,,,,,,,,,,,,,,,,,,,,,,
Don't Look and It Won't Hurt ,"1971), Richard Peck",,,,,,,,,,,,,,,,,,,,,,,,,,
Don't Say a Word ,"1991), Andrew Klavan",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dork of Cork ,"1993), Chet Raymo",,,,,,,,,,,,,,,,,,,,,,,,,,
Double Indemnity ,1936) ,"serial), ",1943) ,"novel), James M. Cain",,,,,,,,,,,,,,,,,,,,,,,
The Double Take ,"1946), Roy Huggins",,,,,,,,,,,,,,,,,,,,,,,,,,
Down Will Come Baby ,"1993), Gloria Murphy",,,,,,,,,,,,,,,,,,,,,,,,,,
Dracula ,"1897), Bram Stoker",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dragon and the George ,"1976), Gordon R. Dickson",,,,,,,,,,,,,,,,,,,,,,,,,,
Dragon Seed ,"1942), Pearl S. Buck",,,,,,,,,,,,,,,,,,,,,,,,,,
Dragons of Autumn Twilight ,"1984), Margaret Weis and Tracy Hickman",,,,,,,,,,,,,,,,,,,,,,,,,,
Dream Days ,"1898), Kenneth Grahame",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dream Master ,"1966), Roger Zelazny",,,,,,,,,,,,,,,,,,,,,,,,,,
Dreamcatcher ,"2001), Stephen King",,,,,,,,,,,,,,,,,,,,,,,,,,
The Drift Fence ,"1933), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. No ,"1958), Ian Fleming",,,,,,,,,,,,,,,,,,,,,,,,,,
Drood ,"2009), Dan Simmons",,,,,,,,,,,,,,,,,,,,,,,,,,
The Drowning Pool ,"1950), Ross Macdonald",,,,,,,,,,,,,,,,,,,,,,,,,,
Drums Along the Mohawk ,"1936), Walter D. Edmonds",,,,,,,,,,,,,,,,,,,,,,,,,,
The Drums of Jeopardy ,"1920), Harold MacGrath",,,,,,,,,,,,,,,,,,,,,,,,,,
