The Dude Ranger ,"1951), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,,,,
Duel in the Sun ,"1941), Niven Busch",,,,,,,,,,,,,,,,,,,,,,,,,,
Dune ,"1965), Frank Herbert",,,,,,,,,,,,,,,,,,,,,,,,,,
The Dying Animal ,"2001), Philip Roth",,,,,,,,,,,,,,,,,,,,,,,,,,
Dying Young ,"1990), Marti Leimbach",,,,,,,,,,,,,,,,,,,,,,,,,,
The Eagle Has Landed ,"1975), Jack Higgins",,,,,,,,,,,,,,,,,,,,,,,,,,
The Eagle of the Ninth ,"1954), Rosemary Sutcliff",,,,,,,,,,,,,,,,,,,,,,,,,,
East of Eden ,"1952), John Steinbeck",,,,,,,,,,,,,,,,,,,,,,,,,,
Eaters of the Dead ,"1976), Michael Crichton",,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie and the Cruisers ,"1980), P. F. Kluge",,,,,,,,,,,,,,,,,,,,,,,,,,
The Egyptian ,Sinuhe the Egyptian) ,"1945), Mika Waltari",,,,,,,,,,,,,,,,,,,,,,,,,
The Egyptian Series ,"1993-2007), Wilbur SmithRiver God ",1993)* The Seventh Scroll ,1995),,,,,,,,,,,,,,,,,,,,,,,,
Election ,"1998), Tom Perrotta",,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant Walk ,"1948), Digby George Gerahty ",as Robert Standish),,,,,,,,,,,,,,,,,,,,,,,,,
Elles n'oublient jamais ,"1993), Christopher Frank",,,,,,,,,,,,,,,,,,,,,,,,,,
Ellis Island ,"1983), Fred Mustard Stewart",,,,,,,,,,,,,,,,,,,,,,,,,,
Elmer Gantry ,"1927), Sinclair Lewis",,,,,,,,,,,,,,,,,,,,,,,,,,
Elsk meg i morgen ,Love Me Tomorrow) ,"1999), Ingvar Ambjørnsen",,,,,,,,,,,,,,,,,,,,,,,,,
Emma ,"1815), Jane Austen",,,,,,,,,,,,,,,,,,,,,,,,,,
Emil and the Detectives ,"1929), Erich Kästner",,,,,,,,,,,,,,,,,,,,,,,,,,
Emotional Arithmetic ,"1990), Matt Cohen",,,,,,,,,,,,,,,,,,,,,,,,,,
Empire of the Sun ,"1984), J. G. Ballard",,,,,,,,,,,,,,,,,,,,,,,,,,
The Enchanted April ,"1922), Elizabeth von Arnim",,,,,,,,,,,,,,,,,,,,,,,,,,
The Enchanted Voyage ,"1936), Robert Nathan",,,,,,,,,,,,,,,,,,,,,,,,,,
The End of the Affair ,"1951), Graham Greene",,,,,,,,,,,,,,,,,,,,,,,,,,
Endless Love ,"1979), Scott Spencer",,,,,,,,,,,,,,,,,,,,,,,,,,
Enduring Love ,"1997), Ian McEwan",,,,,,,,,,,,,,,,,,,,,,,,,,
Los Enemigos de la Mujer ,"1922), Vicente Blasco Ibáñez",,,,,,,,,,,,,,,,,,,,,,,,,,
The Enemy Below ,"1956), D. A. Rayner ",Denys Rayner),,,,,,,,,,,,,,,,,,,,,,,,,
Enemy Mine ,"1979), Barry B. Longyear",,,,,,,,,,,,,,,,,,,,,,,,,,
The English Patient ,"1992), Michael Ondaatje",,,,,,,,,,,,,,,,,,,,,,,,,,
Enigma ,"1995), Robert Harris",,,,,,,,,,,,,,,,,,,,,,,,,,
The Entity ,"1978), Frank De Felitta",,,,,,,,,,,,,,,,,,,,,,,,,,
Eragon ,"2003), Christopher Paolini",,,,,,,,,,,,,,,,,,,,,,,,,,
Escape ,"1939), Grace Zaring Stone",,,,,,,,,,,,,,,,,,,,,,,,,,
Escape to Witch Mountain ,"1968), Alexander Key",,,,,,,,,,,,,,,,,,,,,,,,,,
L'étoile du nord ,The North Star) ,"1854), Georges Simenon",,,,,,,,,,,,,,,,,,,,,,,,,
The Evening Star ,"1992), Larry McMurtry",,,,,,,,,,,,,,,,,,,,,,,,,,
Everybody's All-American ,"1981), Frank Deford",,,,,,,,,,,,,,,,,,,,,,,,,,
Everything Is Illuminated ,"2002), Jonathan Safran Foer",,,,,,,,,,,,,,,,,,,,,,,,,,
"Evil Come, Evil Go ","1961), Whit Masterson",,,,,,,,,,,,,,,,,,,,,,,,,,
Evil Under the Sun ,"1981), Agatha Christie",,,,,,,,,,,,,,,,,,,,,,,,,,
The Executioners ,"1957), John D. MacDonald",,,,,,,,,,,,,,,,,,,,,,,,,,
Executive Suite ,"1952), Cameron Hawley",,,,,,,,,,,,,,,,,,,,,,,,,,
Exit to Eden ,"1984), Anne Rice ",as Anne Rampling),,,,,,,,,,,,,,,,,,,,,,,,,
Exit Wounds ,"1990), John Westermann",,,,,,,,,,,,,,,,,,,,,,,,,,
Exodus ,"1958), Leon Uris",,,,,,,,,,,,,,,,,,,,,,,,,,
The Exorcist ,"1971), William Peter Blatty",,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Perilous ,"1943), Margaret Carpenter",,,,,,,,,,,,,,,,,,,,,,,,,,
Extension du domaine de la lutte ,"Broadening the Trial of the Struggle, a.k.a. Whatever) ","1994), Michel Houellebecq",,,,,,,,,,,,,,,,,,,,,,,,,
Extremely Loud and Incredibly Close ,"2005), Jonathan Safran Foer",,,,,,,,,,,,,,,,,,,,,,,,,,
The Eye of the Beholder ,"1980), Marc Behm",,,,,,,,,,,,,,,,,,,,,,,,,,
Eye of the Needle ,a.k.a. Storm Island) ,"1978), Ken Follett",,,,,,,,,,,,,,,,,,,,,,,,,
Fahrenheit 451 ,"1953), Ray Bradbury",,,,,,,,,,,,,,,,,,,,,,,,,,
Fail-Safe ,"1962), Eugene Burdick and Harvey Wheeler",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fair Bride ,"1953), Bruce Marshall",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fall of a Nation ,"1916), Thomas Dixon, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,
Falling Angel ,"1978), William Hjortsberg",,,,,,,,,,,,,,,,,,,,,,,,,,
False Witness ,"1981), Dorothy Uhnak",,,,,,,,,,,,,,,,,,,,,,,,,,
The Family Band: From the Missouri to the Black Hills ,"1962), Laura Bower Van Nuys",,,,,,,,,,,,,,,,,,,,,,,,,,
Family Business ,"1985), Vincent Patrick",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fan ,"1995), Peter Abrahams",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fan ,"1978), Bob Randall",,,,,,,,,,,,,,,,,,,,,,,,,,
Fantastic Mr Fox ,"1970), Roald Dahl",,,,,,,,,,,,,,,,,,,,,,,,,,
Far from the Madding Crowd ,"1874), Thomas Hardy",,,,,,,,,,,,,,,,,,,,,,,,,,
Farewell My Concubine ,"1991), Lilian Lee",,,,,,,,,,,,,,,,,,,,,,,,,,
A Farewell to Arms ,"1929), Ernest Hemingway",,,,,,,,,,,,,,,,,,,,,,,,,,
Farewell to the King ,L'Adieu au Roi) ,1969) Pierre Schoendoerffer,,,,,,,,,,,,,,,,,,,,,,,,,
Fate Is the Hunter ,"1961), Ernest K. Gann",,,,,,,,,,,,,,,,,,,,,,,,,,
Father Malachy's Miracle ,1931),,,,,,,,,,,,,,,,,,,,,,,,,,
Father of Frankenstein ,"1995),[1] Christopher Bram",,,,,,,,,,,,,,,,,,,,,,,,,,
Father of the Bride ,"1949), Edward Streeter",,,,,,,,,,,,,,,,,,,,,,,,,,
Father Sky ,"1979), Devery Freeman",,,,,,,,,,,,,,,,,,,,,,,,,,
Fear and Loathing in Las Vegas ,"1971), Hunter S. Thompson",,,,,,,,,,,,,,,,,,,,,,,,,,
The Feather Men ,"1991), Sir Ranulph Fiennes",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fellowship of the Ring ,"1953), J. R. R. Tolkien",,,,,,,,,,,,,,,,,,,,,,,,,,
Felidae ,"1989), Akif Pirinçci",,,,,,,,,,,,,,,,,,,,,,,,,,
La Femme et le pantin ,The Woman and the Puppet) ,"1898), Pierre Louÿs",,,,,,,,,,,,,,,,,,,,,,,,,
Femmes de personnes ,"1983), Christopher Frank",,,,,,,,,,,,,,,,,,,,,,,,,,
Le Feu Follet ,Will O' the Wisp a. k. a. The Fire Within) ,"1931), Pierre Drieu La Rochelle",,,,,,,,,,,,,,,,,,,,,,,,,
Fever Pitch ,"1992), Nick Hornby",,,,,,,,,,,,,,,,,,,,,,,,,,
Fiddler's Green ,"1950), Ernest K. Gann",,,,,,,,,,,,,,,,,,,,,,,,,,
Fight Club ,"1996), Chuck Palahniuk",,,,,,,,,,,,,,,,,,,,,,,,,,
Fighting Caravans ,"1929), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,,,,
The Final Programme ,"1968), Michael Moorcock",,,,,,,,,,,,,,,,,,,,,,,,,,
Fire on the Mountain ,"1962), Edward Abbey",,,,,,,,,,,,,,,,,,,,,,,,,,
Firefox ,"1977), Craig Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,
Firestarter ,"1980), Stephen King",,,,,,,,,,,,,,,,,,,,,,,,,,
The Firm ,"1991), John Grisham",,,,,,,,,,,,,,,,,,,,,,,,,,
First Blood ,"1972), David Morrell",,,,,,,,,,,,,,,,,,,,,,,,,,
"First Love, Last Rites ","1975), Ian McEwan",,,,,,,,,,,,,,,,,,,,,,,,,,
The First Men in the Moon ,"1901), H. G. Wells",,,,,,,,,,,,,,,,,,,,,,,,,,
The First Wives Club ,"1992), Olivia Goldsmith",,,,,,,,,,,,,,,,,,,,,,,,,,
The Five People You Meet in Heaven ,"2003), Mitch Albom",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fixer ,"1966), Bernard Malamud",,,,,,,,,,,,,,,,,,,,,,,,,,
Flaming Youth ,"1921), Samuel Hopkins Adams",,,,,,,,,,,,,,,,,,,,,,,,,,
Flashpoint ,"1976), George LaFountaine",,,,,,,,,,,,,,,,,,,,,,,,,,
Fletch ,"1974), Gregory Mcdonald",,,,,,,,,,,,,,,,,,,,,,,,,,
Fletch Won ,"1985), Gregory Mcdonald",,,,,,,,,,,,,,,,,,,,,,,,,,
Flight of the Intruder ,"1986), Stephen Coonts",,,,,,,,,,,,,,,,,,,,,,,,,,
The Flight of the Phoenix ,"1964), Elleston Trevor",,,,,,,,,,,,,,,,,,,,,,,,,,
Flowers in the Attic ,"1979), V.C. Andrews",,,,,,,,,,,,,,,,,,,,,,,,,,
Flowing Gold ,"1922), Rex Beach",,,,,,,,,,,,,,,,,,,,,,,,,,
Focus ,"1945), Arthur Miller",,,,,,,,,,,,,,,,,,,,,,,,,,
The Food of the Gods and How It Came to Earth ,"1904), H. G. Wells",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fool of the Family ,"1930), Margaret Kennedy",,,,,,,,,,,,,,,,,,,,,,,,,,
Fools' Gold ,"1958), Dolores Hitchens",,,,,,,,,,,,,,,,,,,,,,,,,,
For Love of the Game ,"1991), Michael Shaara",,,,,,,,,,,,,,,,,,,,,,,,,,
For Whom the Bell Tolls ,"1940), Ernest Hemingway",,,,,,,,,,,,,,,,,,,,,,,,,,
The Forbidden Territory ,"1933), Dennis Wheatley",,,,,,,,,,,,,,,,,,,,,,,,,,
Force 10 From Navarone ,"1968), Alistair MacLean",,,,,,,,,,,,,,,,,,,,,,,,,,
Forever Amber ,"1944), Kathleen Winsor",,,,,,,,,,,,,,,,,,,,,,,,,,
The Forever War ,"1974), Joe Haldeman",,,,,,,,,,,,,,,,,,,,,,,,,,
Forlorn River ,"1927), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,,,,
The Formula ,"1979), Steve Shagan",,,,,,,,,,,,,,,,,,,,,,,,,,
Forrest Gump ,"1986), Winston Groom",,,,,,,,,,,,,,,,,,,,,,,,,,
The Forsyte Saga ,1906–1922) ,"series), John Galsworthy",,,,,,,,,,,,,,,,,,,,,,,,,
The Fountainhead ,"1943), Ayn Rand",,,,,,,,,,,,,,,,,,,,,,,,,,
The Four Feathers ,"1902), A. E. W. Mason",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fourth Protocol ,"1984), Frederick Forsyth",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fox and the Hound ,"1967), Daniel Pratt Mannix IV",,,,,,,,,,,,,,,,,,,,,,,,,,
F.P.1 Doesn't Answer ,"a.k.a. F.P.1, or F.P.1 Doesn't Respond) ","1933), Curt Siodmak",,,,,,,,,,,,,,,,,,,,,,,,,
Frank Merriwell ,1896-1940s) ,"series), Gilbert Patten",,,,,,,,,,,,,,,,,,,,,,,,,
Frankenstein ,"1818), Mary Shelley",,,,,,,,,,,,,,,,,,,,,,,,,,
Die Frau im Mond ,The Woman in the Moon) ,"1928), Thea von Harbou",,,,,,,,,,,,,,,,,,,,,,,,,
Freaky Friday ,"1972), Mary Rodgers",,,,,,,,,,,,,,,,,,,,,,,,,,
Freedomland ,"1998), Richard Price",,,,,,,,,,,,,,,,,,,,,,,,,,
The French Lieutenant's Woman ,"1969), John Fowles",,,,,,,,,,,,,,,,,,,,,,,,,,
Fried Green Tomatoes at the Whistle Stop Cafe ,"1987), Fannie Flagg",,,,,,,,,,,,,,,,,,,,,,,,,,
Friend ,"1985), Diana Henstell",,,,,,,,,,,,,,,,,,,,,,,,,,
The Friendly Persuasion ,"1945), Jessamyn West* Except for Me and Thee ","1955), Jessamyn West",,,,,,,,,,,,,,,,,,,,,,,,,
From Here to Eternity ,"1951), James Jones",,,,,,,,,,,,,,,,,,,,,,,,,,
"From Russia, with Love ","1957), Ian Fleming",,,,,,,,,,,,,,,,,,,,,,,,,,
From the Earth to the Moon ,From the Earth to the Moon) ,"1865), Jules Verne",,,,,,,,,,,,,,,,,,,,,,,,,
From the Terrace ,"1958), John O'Hara",,,,,,,,,,,,,,,,,,,,,,,,,,
Funeral in Berlin ,1964) Len Deighton,,,,,,,,,,,,,,,,,,,,,,,,,,
Funny Farm ,"1985), Jay Cronley",,,,,,,,,,,,,,,,,,,,,,,,,,
The Furies ,"1945), Niven Busch",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fury ,"1976), John Farris",,,,,,,,,,,,,,,,,,,,,,,,,,
The Fuzzy Pink Nightgown ,"1956), Sylvia Tate",,,,,,,,,,,,,,,,,,,,,,,,,,
Game no na wa Yuukai ,a.k.a. Geimu no na wa Yuukai ,The Name of the Game is Kidnapping)) ,"2002), Keigo Higashino",,,,,,,,,,,,,,,,,,,,,,,,
The Game of X ,"1965), Robert Sheckley",,,,,,,,,,,,,,,,,,,,,,,,,,
Garden of Allah ,"1904), Robert Smythe Hichens",,,,,,,,,,,,,,,,,,,,,,,,,,
The Garden of God ,"1923), Henry De Vere Stacpoole",,,,,,,,,,,,,,,,,,,,,,,,,,
Gardens of Stone ,"1983), Nicholas Proffitt",,,,,,,,,,,,,,,,,,,,,,,,,,
The Gay Sisters ,"1942), Stephen Longstreet",,,,,,,,,,,,,,,,,,,,,,,,,,
Gentle Annie ,"1942), MacKinlay Kantor",,,,,,,,,,,,,,,,,,,,,,,,,,
Gentlemen Prefer Blondes ,"1925), Anita Loos",,,,,,,,,,,,,,,,,,,,,,,,,,
Geordie ,"1950), David Walker",,,,,,,,,,,,,,,,,,,,,,,,,,
Georgy Girl ,"1965), Margaret Forster",,,,,,,,,,,,,,,,,,,,,,,,,,
Get Shorty ,"1990), Elmore Leonard",,,,,,,,,,,,,,,,,,,,,,,,,,
The Getaway ,"1959), Jim Thompson",,,,,,,,,,,,,,,,,,,,,,,,,,
The Ghost ,"2007), Robert Harris",,,,,,,,,,,,,,,,,,,,,,,,,,
The Ghost and Mrs. Muir ,"1945), Josephine Leslie ",as R. A. Dick),,,,,,,,,,,,,,,,,,,,,,,,,
Giant ,"1952), Edna Ferber",,,,,,,,,,,,,,,,,,,,,,,,,,
Gidge ,"1957), Frederick Kohner",,,,,,,,,,,,,,,,,,,,,,,,,,
Gigi ,"1944), Colette",,,,,,,,,,,,,,,,,,,,,,,,,,
The Gingerbread Man ,"written in 1994, yet left unpublished), John Grisham",,,,,,,,,,,,,,,,,,,,,,,,,,
The Girl from Petrovka ,"1972), George Feifer",,,,,,,,,,,,,,,,,,,,,,,,,,
The Girl Who Leapt Through Time ,1966–1967) ,"serial), ",1967) ,"novel), Yasutaka Tsutsui",,,,,,,,,,,,,,,,,,,,,,,
Girl with a Pearl Earring ,"1999), Tracy Chevalier",,,,,,,,,,,,,,,,,,,,,,,,,,
The Girls' Guide to Hunting and Fishing ,"2000), Melissa Bank",,,,,,,,,,,,,,,,,,,,,,,,,,
The Glass Inferno ,"1974), Thomas N. Scortia and Frank M. Robinson",,,,,,,,,,,,,,,,,,,,,,,,,,
Glitz ,"1985), Elmore Leonard",,,,,,,,,,,,,,,,,,,,,,,,,,
Glory for Me ,"1945), MacKinlay Kantor",,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomes ,a.k.a. Leven en werken van de Kabouter) ,"1977), Wil Huygen and Rien Poortvliet",,,,,,,,,,,,,,,,,,,,,,,,,
The Gnomobile ,"1937), Upton Sinclair",,,,,,,,,,,,,,,,,,,,,,,,,,
The Go-Between ,"1953), L. P. Hartley",,,,,,,,,,,,,,,,,,,,,,,,,,
God and My Country ,"1954), MacKinlay Kantor",,,,,,,,,,,,,,,,,,,,,,,,,,
The Godfather ,"1969), Mario Puzo",,,,,,,,,,,,,,,,,,,,,,,,,,
Gods and Generals ,"1996), Jeffrey Shaara",,,,,,,,,,,,,,,,,,,,,,,,,,
The Gods Hate Kansas ,"1964), Joseph Millard",,,,,,,,,,,,,,,,,,,,,,,,,,
God's Little Acre ,"1933), Erskine Caldwell",,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Coast ,"1980), Elmore Leonard",,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Mine ,"1970), Wilbur Smith",,,,,,,,,,,,,,,,,,,,,,,,,,
The Golden Bowl ,"1904), Henry James",,,,,,,,,,,,,,,,,,,,,,,,,,
The Golden Evenings of Summer ,"1971), Will Stanton",,,,,,,,,,,,,,,,,,,,,,,,,,
"The Golden Key, or the Adventures of Buratino ","1936), Aleksey Nikolayevich Tolstoy",,,,,,,,,,,,,,,,,,,,,,,,,,
Goldfinger ,"1959), Ian Fleming",,,,,,,,,,,,,,,,,,,,,,,,,,
Gone with the Wind ,"1936), Margaret Mitchell",,,,,,,,,,,,,,,,,,,,,,,,,,
The Good Earth ,"1931), Pearl S. Buck",,,,,,,,,,,,,,,,,,,,,,,,,,
The Good German ,"2001), Joseph Kanon",,,,,,,,,,,,,,,,,,,,,,,,,,
A Good Year ,"2004), Peter Mayle",,,,,,,,,,,,,,,,,,,,,,,,,,
"Goodbye Piccadilly, Farewell Leicester Square ","1969), Arthur La Bern",,,,,,,,,,,,,,,,,,,,,,,,,,
"Goodbye, Mr. Chips ","1934), James Hilton",,,,,,,,,,,,,,,,,,,,,,,,,,
Gorky Park ,"1981), Martin Cruz Smith",,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Canary ,"1933), A. J. Cronin",,,,,,,,,,,,,,,,,,,,,,,,,,
The Grapes of Wrath ,"1939), John Steinbeck",,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Bank Robbery ,"1969), Frank O'Rourke",,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Dinosaur Robbery ,"1970), David Eliades and Robert Forrest Webb ",as David Forrest),,,,,,,,,,,,,,,,,,,,,,,,,
Great Expectations ,1860–1861) ,serial) ,1861) ,"novel), Charles Dickens",,,,,,,,,,,,,,,,,,,,,,,
The Great Gatsby ,"1925), F. Scott Fitzgerald",,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Man ,"1955), Al Morgan",,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Santini ,"1976), Pat Conroy",,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Train Robbery ,"1975), Michael Crichton",,,,,,,,,,,,,,,,,,,,,,,,,,
The Great West That Was ,"1900s), William ""Buffalo Bill"" Cody",,,,,,,,,,,,,,,,,,,,,,,,,,
Green for Danger ,"1944), Christianna Brand",,,,,,,,,,,,,,,,,,,,,,,,,,
Green Mansions ,"1904), William Henry Hudson",,,,,,,,,,,,,,,,,,,,,,,,,,
The Green Mile ,1996) ,"serial/novel), Stephen King",,,,,,,,,,,,,,,,,,,,,,,,,
The Green Years ,"1944), A. J. Cronin",,,,,,,,,,,,,,,,,,,,,,,,,,
The Greengage Summer ,"1958), Rumer Godden",,,,,,,,,,,,,,,,,,,,,,,,,,
Grendel ,"1971), John Gardner",,,,,,,,,,,,,,,,,,,,,,,,,,
The Grifters ,"1963), Jim Thompson",,,,,,,,,,,,,,,,,,,,,,,,,,
The Grizzly King ,"1916), James Oliver Curwood",,,,,,,,,,,,,,,,,,,,,,,,,,
Gros câlin ,"1974), ",as Émile Ajar),,,,,,,,,,,,,,,,,,,,,,,,,
The Grotesque ,"1989), Patrick McGrath",,,,,,,,,,,,,,,,,,,,,,,,,,
The Group ,"1963), Mary McCarthy",,,,,,,,,,,,,,,,,,,,,,,,,,
Gruesome School ,1991–2006) ,"series), Paul van Loon",,,,,,,,,,,,,,,,,,,,,,,,,
La Guerre des boutons ,The War of the Buttons) ,"1912), Louis Pergaud",,,,,,,,,,,,,,,,,,,,,,,,,
The Guilty Head ,"1969), Romain Gary",,,,,,,,,,,,,,,,,,,,,,,,,,
Gulliver's Travels ,"1726), Jonathan Swift",,,,,,,,,,,,,,,,,,,,,,,,,,
The Guns of Navarone ,"1957), Alistair MacLean",,,,,,,,,,,,,,,,,,,,,,,,,,
Guns of the Timberland ,"1955), Louis L'Amour",,,,,,,,,,,,,,,,,,,,,,,,,,
The Gypsy Moths ,"1955), James William Drought ",as James Drought),,,,,,,,,,,,,,,,,,,,,,,,,
"H.M. Pulham, Esquire ","1942), John P. Marquand",,,,,,,,,,,,,,,,,,,,,,,,,,
Hababam Sınıfı ,"1975), Rifat Ilgaz",,,,,,,,,,,,,,,,,,,,,,,,,,
A Hall of Mirrors ,"1967), Robert Stone",,,,,,,,,,,,,,,,,,,,,,,,,,
The Hamlet ,"1940), William Faulkner",,,,,,,,,,,,,,,,,,,,,,,,,,
Hammers Over the Anvil ,"1952), Alan Marshall",,,,,,,,,,,,,,,,,,,,,,,,,,
The Handmaid's Tale ,"1985), Margaret Atwood",,,,,,,,,,,,,,,,,,,,,,,,,,
Hannibal ,"1999), Thomas Harris",,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Land ,"1943), MacKinlay Kantor",,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Haram ,The Forbidden) ,"1961), Yusuf Idris",,,,,,,,,,,,,,,,,,,,,,,,,
The Harder They Fall ,"1946), Budd Schulberg",,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Black ,"1956), David Walker",,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Potter ,1997–2007) ,"series), J. K. RowlingHarry Potter and the Philosopher's Stone ",1997)* Harry Potter and the Chamber of Secrets ,1998)** Harry Potter and the Prisoner of Azkaban ,1999)** * Harry Potter and the Goblet of Fire ,2000)** **  Harry Potter and the Order of the Phoenix ,2003)** ** * Harry Potter and the Half-Blood Prince ,2005)** ** ** Harry Potter and the Deathly Hallows ,2007),,,,,,,,,,,,,,,,,,
Hart's War ,"1999), John Katzenbach",,,,,,,,,,,,,,,,,,,,,,,,,,
The Harvest ,"1950), Galina Nikolayeva",,,,,,,,,,,,,,,,,,,,,,,,,,
The Harvey Girls ,"1942), Samuel Hopkins Adams",,,,,,,,,,,,,,,,,,,,,,,,,,
Hating Alison Ashley ,"1984), Robin Klein",,,,,,,,,,,,,,,,,,,,,,,,,,
Hatter's Castle ,"1931), A. J. Cronin",,,,,,,,,,,,,,,,,,,,,,,,,,
Haunted Harbor ,"1944), Ewart Adamson ",as Dayle Douglas),,,,,,,,,,,,,,,,,,,,,,,,,
The Haunting of Hill House ,"1959), Shirley Jackson",,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii ,"1959), James A. Michener",,,,,,,,,,,,,,,,,,,,,,,,,,
Hawk of the Wilderness ,"1933), William L. Chester",,,,,,,,,,,,,,,,,,,,,,,,,,
He Ran All the Way ,"1948), Sam Ross",,,,,,,,,,,,,,,,,,,,,,,,,,
Header ,"1995), Edward Lee",,,,,,,,,,,,,,,,,,,,,,,,,,
Headhunters ,"2001), Jules Bass",,,,,,,,,,,,,,,,,,,,,,,,,,
The Heart of the Matter ,"1948), Graham Greene",,,,,,,,,,,,,,,,,,,,,,,,,,
The Heaven Sword and Dragon Saber ,"1961), Jin Yong",,,,,,,,,,,,,,,,,,,,,,,,,,
Heidi ,"1880), Johanna Spyri",,,,,,,,,,,,,,,,,,,,,,,,,,
Hell House ,"1971), Richard Matheson",,,,,,,,,,,,,,,,,,,,,,,,,,
The Hellbound Heart ,"1986), Clive Barker",,,,,,,,,,,,,,,,,,,,,,,,,,
Heller with a Gun ,"1954), Louis L'Amour",,,,,,,,,,,,,,,,,,,,,,,,,,
The Help ,"2009), Kathryn Stockett",,,,,,,,,,,,,,,,,,,,,,,,,,
The Heritage of the Desert ,"1910), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,,,,
The High and the Mighty ,"1953), Ernest K. Gann",,,,,,,,,,,,,,,,,,,,,,,,,,
High Fidelity ,"1995), Nick Hornby",,,,,,,,,,,,,,,,,,,,,,,,,,
The History of Mr. Polly ,"1910), H. G. Wells",,,,,,,,,,,,,,,,,,,,,,,,,,
"The History of Tom Jones, a Foundling ","1749), Henry Fielding",,,,,,,,,,,,,,,,,,,,,,,,,,
A History of Violence ,"1997), John Wagner",,,,,,,,,,,,,,,,,,,,,,,,,,
The Hitchhiker's Guide to the Galaxy ,"1979), Douglas Adams",,,,,,,,,,,,,,,,,,,,,,,,,,
The Hobbit ,"1937), J. R. R. Tolkien",,,,,,,,,,,,,,,,,,,,,,,,,,
The Holcroft Covenant ,"1978), Robert Ludlum",,,,,,,,,,,,,,,,,,,,,,,,,,
The Holy Innocents ,"1988), Gilbert Adair",,,,,,,,,,,,,,,,,,,,,,,,,,
Hombre ,"1961), Elmore Leonard",,,,,,,,,,,,,,,,,,,,,,,,,,
The Home and the World ,The Home and the World) ,a.k.a. ঘরে বাইরে  lit. At Home and Outside) ,"1916), Rabindranath Tagore",,,,,,,,,,,,,,,,,,,,,,,,
The Honorary Consul ,"1973), Graham Greene",,,,,,,,,,,,,,,,,,,,,,,,,,
Hopalong Cassidy ,1906–1941) ,"series), Clarence E. Mulford",,,,,,,,,,,,,,,,,,,,,,,,,
Horrid Henry ,1994–2011) ,"series), Francesca Simon",,,,,,,,,,,,,,,,,,,,,,,,,
"Horseman, Pass By ","1961), Larry McMurtry",,,,,,,,,,,,,,,,,,,,,,,,,,
The Host ,"2008), Stephenie Meyer",,,,,,,,,,,,,,,,,,,,,,,,,,
The Hot Rock ,"1970), Donald E. Westlake",,,,,,,,,,,,,,,,,,,,,,,,,,
The Hound of the Baskervilles ,1901–1902) ,"serial), ",1902) ,"novel), Arthur Conan Doyle",,,,,,,,,,,,,,,,,,,,,,,
The Hound of Florence ,"1923), Felix Salten",,,,,,,,,,,,,,,,,,,,,,,,,,
The Hour Before Dawn ,"1942), W. Somerset Maugham",,,,,,,,,,,,,,,,,,,,,,,,,,
The Hours ,"1998), Michael Cunningham",,,,,,,,,,,,,,,,,,,,,,,,,,
How Green Was My Valley ,"1939), Richard Llewellyn",,,,,,,,,,,,,,,,,,,,,,,,,,
Howards End ,"1910), E. M. Forster",,,,,,,,,,,,,,,,,,,,,,,,,,
The Howling ,"1977), Gary Brandner",,,,,,,,,,,,,,,,,,,,,,,,,,
The Human Stain ,"2000), Philip Roth",,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunchback of Notre-Dame ,Notre-Dame de Paris ,Our Lady of Paris) ) ,"1831), Victor Hugo",,,,,,,,,,,,,,,,,,,,,,,,
The Hundred and One Dalmatians ,"1956), Dodie Smith",,,,,,,,,,,,,,,,,,,,,,,,,,
